SRRecordID,ServiceRequestNum,SRType,MethodReceived,CreatedDate,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivity,LastActivityDate,Outcome,Address,ZipCode,Neighborhood,CouncilDistrict,PoliceDistrict,PolicePost,Latitude,Longitude,GeoLocation,NeedsSync,IsDeleted,HashedRecord,ESRI_OID,x,y
500VO00000a1zzCYAQ,25-00360084,TRT-New Traffic Sign,API,5/1/2025 8:25:48 AM,Closed (Duplicate),3/20/2026 10:07:57 PM,7/24/2025 8:25:48 AM,3/20/2026 10:07:57 PM,Transportation                                    ,Service Response,3/20/2026 10:07:57 PM,Your issue has been reviewed and is considered closed,"514 TUNBRIDGE RD, Baltimore City, 21212",21212,Mid-Govans,4,Northern,523,39.356588942237870,-76.608893794175600,"(39.356588942237870, -76.608893794175600)",1,0,System.Byte[],47,-76.60889379,39.3565889400001
500VO00000a214zYAA,25-00359990,TRM-Street Repairs,Phone,5/1/2025 7:59:41 AM,Open,5/1/2025 8:00:41 AM,6/26/2025 7:59:41 AM,,Transportation                                    ,Service Response,,,"4801 LORELLY AVE, Baltimore City, 21206",21206,Frankford,2,Northeastern,432,39.316082753303391,-76.547450578216683,"(39.316082753303391, -76.547450578216683)",1,0,System.Byte[],48,-76.54745058,39.3160827500001
500VO00000a21jGYAQ,25-00359980,HCD-CCE Building Inspections,API,4/30/2025 2:34:10 PM,Closed (Transferred),4/30/2025 2:34:11 PM,5/15/2025 2:34:10 PM,5/1/2025 7:51:41 AM,Housing                                           ,Service Response,,,"2033 MCCULLOH ST, Baltimore City, 21217",21217,Druid Heights,7,Western,712,39.308754988622354,-76.635216063638183,"(39.308754988622354, -76.635216063638183)",1,0,System.Byte[],49,-76.6352160599999,39.3087549900001
500VO00000a22DzYAI,25-00360653,TRS-48 Hour Parking/Abandoned Vehicle,API,5/1/2025 10:20:45 AM,Closed (Duplicate),6/24/2025 12:42:04 PM,5/8/2025 10:20:45 AM,6/24/2025 12:42:04 PM,Transportation                                    ,Service Response,6/24/2025 12:42:04 PM,Your issue has been reviewed and is considered closed,"300 BLK CHEDWORTH LN, Baltimore City, 21229",21229,Beechfield,8,Southwestern,813,39.280685835206675,-76.701978203877403,"(39.280685835206675, -76.701978203877403)",1,0,System.Byte[],50,-76.7019782,39.28068584
500VO00000a22fPYAQ,25-00359982,ECC-Escalation,Phone,5/1/2025 7:55:00 AM,New,5/1/2025 7:55:00 AM,5/5/2025 7:55:00 AM,,ECC                                               ,Service Response,,,"3015 GARRISON BLVD, Baltimore City, 21216",21216,Forest Park,6,Northwestern,612,39.322468238984975,-76.679644412383226,"(39.322468238984975, -76.679644412383226)",1,0,System.Byte[],51,-76.67964441,39.32246824
500VO00000a22vUYAQ,25-00360043,SW-Trash Can/Recycling Container Complaint,API,5/1/2025 7:47:13 AM,Closed (Transferred),5/1/2025 7:48:32 AM,5/2/2025 7:47:13 AM,5/1/2025 8:14:33 AM,Solid Waste                                       ,Service Response,,,"2702 BAKER ST, Baltimore City, 21216",21216,Coppin Heights/Ash-Co-East,7,Western,721,39.306317496981734,-76.661075570965494,"(39.306317496981734, -76.661075570965494)",1,0,System.Byte[],52,-76.66107557,39.3063175
500VO00000a22x6YAA,25-00360189,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 8:49:21 AM,New,5/1/2025 8:49:21 AM,5/1/2025 4:49:21 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],53
500VO00000a23rYYAQ,25-00359971,ECC-Miscellaneous Request,API,5/1/2025 7:46:45 AM,Closed (Duplicate),5/1/2025 9:36:00 AM,5/3/2025 7:46:44 AM,5/1/2025 9:36:00 AM,ECC                                               ,Service Response,5/1/2025 9:36:00 AM,Work completed,"6109 BESSEMER AVE, Baltimore City, 21224",21224,Broening Manor,1,Southeastern,231,39.275248287004530,-76.543156589230435,"(39.275248287004530, -76.543156589230435)",1,0,System.Byte[],54,-76.54315659,39.27524829
500VO00000a2463YAA,25-00360381,HCD-Illegal Dumping,API,4/27/2025 8:58:51 AM,Closed (Transferred),5/1/2025 9:22:44 AM,5/2/2025 8:58:51 AM,5/1/2025 9:24:31 AM,Housing                                           ,Service Response,,,"5137E160, Baltimore City, 21212",21212,Glen Oaks,4,Northeastern,414,39.367306757176927,-76.599743692704322,"(39.367306757176927, -76.599743692704322)",1,0,System.Byte[],55,-76.59974369,39.3673067600001
500VO00000a24KcYAI,25-00360010,ECC-Miscellaneous Request,API,5/1/2025 7:21:11 AM,Closed (Transferred),5/1/2025 7:21:12 AM,5/3/2025 7:21:11 AM,5/1/2025 8:07:22 AM,ECC                                               ,Service Response,,,"6109 BESSEMER AVE, Baltimore City, 21224",21224,Broening Manor,1,Southeastern,231,39.275248287004530,-76.543156589230435,"(39.275248287004530, -76.543156589230435)",1,0,System.Byte[],56,-76.54315659,39.27524829
500VO00000a24yxYAA,25-00359964,ECC-Miscellaneous Request,API,4/30/2025 9:21:16 PM,Closed (Transferred),4/30/2025 9:21:16 PM,5/2/2025 9:21:16 PM,5/1/2025 7:41:12 AM,ECC                                               ,Service Response,,,"5718 OAKSHIRE RD, Baltimore City, 21209",21209,Mount Washington,5,Northwestern,636,39.363408919725948,-76.667860794737180,"(39.363408919725948, -76.667860794737180)",1,0,System.Byte[],57,-76.66786079,39.36340892
500VO00000a24ZBYAY,25-00360294,HCD-Illegal Dumping,Phone,4/28/2025 10:11:07 AM,Closed (Transferred),5/1/2025 9:10:40 AM,5/3/2025 10:11:07 AM,5/1/2025 9:10:56 AM,Housing                                           ,Service Response,,,"337 N CHARLES ST, Baltimore City, 21201",21201,Downtown,11,Central,113,39.293728363948894,-76.615277585899733,"(39.293728363948894, -76.615277585899733)",1,0,System.Byte[],58,-76.6152775899999,39.29372836
500VO00000a25VBYAY,25-00360059,WW-Water Leak (Exterior),API,5/1/2025 8:21:06 AM,Closed (Duplicate),7/10/2025 2:28:14 PM,5/5/2025 8:21:06 AM,7/10/2025 2:28:14 PM,Water Wastewater                                  ,Service Response,7/10/2025 2:28:14 PM,Your issue has been reviewed and is considered closed,"REISTERSTOWN RD & W COLD SPRING LANE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,533,39.338897465935894,-76.667921374407300,"(39.338897465935894, -76.667921374407300)",1,0,System.Byte[],59,-76.66792137,39.3388974700001
500VO00000a27FCYAY,25-00359919,TRT-Traffic Sign Request,Phone,5/1/2025 7:21:31 AM,Open,5/1/2025 7:22:37 AM,7/24/2025 7:21:31 AM,,Transportation                                    ,Service Response,,,"1400 BANK ST, Baltimore City, 21231",21231,Perkins,12,Central,132,39.286586159338555,-76.597602193916771,"(39.286586159338555, -76.597602193916771)",1,0,System.Byte[],60,-76.59760219,39.2865861600001
500VO00000a27wqYAA,25-00360062,TRM-StLight Damaged/Knocked Down/Rusted,Phone,5/1/2025 7:31:42 AM,Closed (Transferred),5/1/2025 8:33:07 AM,5/4/2025 7:31:42 AM,5/1/2025 8:21:32 AM,Transportation                                    ,Service Response,,,"101 S BEECHFIELD AVE, Baltimore City, 21229",21229,Tremont,8,Southwestern,813,39.282763402274789,-76.692883042908477,"(39.282763402274789, -76.692883042908477)",1,0,System.Byte[],61,-76.69288304,39.2827634000001
500VO00000a28BKYAY,25-00359960,TRT-Signal Timing,API,5/1/2025 7:39:10 AM,Closed (Duplicate),6/23/2025 10:40:27 AM,5/29/2025 7:39:10 AM,6/23/2025 10:40:27 AM,Transportation                                    ,Service Response,6/23/2025 10:40:27 AM,Your issue has been reviewed and is considered closed,"E LOMBARD ST & S PRESIDENT ST, Baltimore City, 21202",21202,Inner Harbor,12,Central,115,39.288233132909390,-76.604830751732081,"(39.288233132909390, -76.604830751732081)",1,0,System.Byte[],62,-76.60483075,39.28823313
500VO00000a28HjYAI,25-00360070,TRM-Street Light Out,API,4/30/2025 8:31:01 PM,Closed (Transferred),5/1/2025 8:30:27 AM,5/6/2025 8:31:00 PM,5/1/2025 8:22:43 AM,Transportation                                    ,Service Response,,,"1317 DECATUR ST, Baltimore City, 21230",21230,Locust Point,11,Southern,935,39.271546187163317,-76.593612700677440,"(39.271546187163317, -76.593612700677440)",1,0,System.Byte[],63,-76.5936126999999,39.27154619
500VO00000a29DqYAI,25-00360371,BGE-StLight(s) Out,Phone,5/1/2025 9:23:22 AM,Open,5/1/2025 9:33:38 AM,5/5/2025 9:23:22 AM,,BGE                                               ,Diagnose And/Or Repair,5/1/2025 10:33:56 PM,Cable fault SR created,"2600 LAURETTA AVE, BC, 21223",21223,Rosemont Homeowners/Tenants,9,Western,724,39.294008158432725,-76.659432271257344,"(39.294008158432725, -76.659432271257344)",1,0,System.Byte[],64,-76.65943227,39.29400816
500VO00000a29vOYAQ,25-00360321,HCD-Illegal Dumping,Phone,4/28/2025 6:58:52 AM,Closed (Transferred),5/1/2025 9:15:34 AM,5/3/2025 6:58:52 AM,5/1/2025 9:16:29 AM,Housing                                           ,Service Response,,,"2200 SHERWOOD AVE, Baltimore City, 21218",21218,East Baltimore Midway,12,Eastern,314,39.315220018572482,-76.598606961737076,"(39.315220018572482, -76.598606961737076)",1,0,System.Byte[],65,-76.59860696,39.31522002
500VO00000a2A51YAE,25-00360020,WW-Water Meter Cover Missing or Damaged,API,5/1/2025 8:09:14 AM,Closed,12/3/2025 10:22:11 PM,5/8/2025 8:09:14 AM,12/3/2025 10:22:11 PM,Water Wastewater                                  ,Service Response,12/3/2025 10:22:11 PM,Your issue has been reviewed and is considered closed,"6301 SMITH AVE, BALTIMORE",21209,,,,,39.373453272500775,-76.660129473628430,"(39.373453272500775, -76.660129473628430)",1,0,System.Byte[],66,-76.66012947,39.37345327
500VO00000a2aCTYAY,25-00360815,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 10:57:46 AM,New,5/1/2025 10:57:47 AM,5/1/2025 6:57:46 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],67
500VO00000a2adtYAA,25-00360761,ECC-DHCD Permit Customer Support Escalation,Phone,5/1/2025 10:43:44 AM,New,5/1/2025 10:43:44 AM,5/1/2025 6:43:44 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],68
500VO00000a2aE1YAI,25-00360526,TRM-Potholes,API,4/30/2025 12:47:25 PM,Closed (Transferred),5/1/2025 9:57:42 AM,5/2/2025 12:47:24 PM,5/1/2025 9:53:59 AM,Transportation                                    ,Service Response,,,"2416 E BALTIMORE ST, Baltimore City, 21224",21224,Patterson Place,13,Southeastern,223,39.292121849475528,-76.582705838432830,"(39.292121849475528, -76.582705838432830)",1,0,System.Byte[],69,-76.58270584,39.2921218500001
500VO00000a2AeXYAU,25-00360922,HCD-Illegal Dumping,Phone,4/29/2025 8:49:51 AM,Closed (Transferred),5/1/2025 11:12:36 AM,5/4/2025 8:49:51 AM,5/1/2025 11:13:01 AM,Housing                                           ,Service Response,,,"3923 8TH ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,914,39.231833203455864,-76.601213780149408,"(39.231833203455864, -76.601213780149408)",1,0,System.Byte[],70,-76.60121378,39.2318332
500VO00000a2ah6YAA,25-00360775,HCD-Illegal Dumping,API,4/28/2025 2:51:28 PM,Closed (Transferred),5/1/2025 10:47:09 AM,5/3/2025 2:51:28 PM,5/1/2025 10:47:31 AM,Housing                                           ,Service Response,,,"16 E 21ST ST, Baltimore City, 21218",21218,Charles North,7,Eastern,312,39.313396909293516,-76.615828315189674,"(39.313396909293516, -76.615828315189674)",1,0,System.Byte[],71,-76.6158283199999,39.3133969100001
500VO00000a2aKTYAY,25-00360732,SW-Trash Can/Recycling Container Complaint,API,5/1/2025 10:28:31 AM,Closed (Transferred),5/1/2025 10:28:43 AM,5/2/2025 10:28:31 AM,5/1/2025 10:37:28 AM,Solid Waste                                       ,Service Response,,,"220 W MONUMENT ST, Baltimore City, 21201",21201,Mount Vernon,11,Central,122,39.297615367245378,-76.619551098416750,"(39.297615367245378, -76.619551098416750)",1,0,System.Byte[],72,-76.6195511,39.2976153700001
500VO00000a2aqfYAA,25-00360392,HCD-Illegal Dumping,Phone,4/28/2025 12:16:51 PM,Closed (Transferred),5/1/2025 9:25:53 AM,5/3/2025 12:16:51 PM,5/1/2025 9:27:06 AM,Housing                                           ,Service Response,,,"NORTHWOOD DR & E LAKE AVE, BC, 21212",21212,Lake Walker,4,Northeastern,414,39.367117302401432,-76.600501775471997,"(39.367117302401432, -76.600501775471997)",1,0,System.Byte[],73,-76.6005017799999,39.3671173000001
500VO00000a2B60YAE,25-00360257,TRM-Potholes,API,4/29/2025 7:38:08 PM,Closed (Transferred),5/1/2025 9:15:22 AM,5/1/2025 7:38:08 PM,5/1/2025 9:05:18 AM,Transportation                                    ,Service Response,,,"202 LLOYD ST, Baltimore City, 21202",21202,Little Italy,12,Central,132,39.287936403433136,-76.600708100747141,"(39.287936403433136, -76.600708100747141)",1,0,System.Byte[],74,-76.6007081,39.2879364
500VO00000a2bQBYAY,25-00360467,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 9:39:53 AM,New,5/1/2025 9:39:53 AM,5/1/2025 5:39:53 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],75
500VO00000a2brZYAQ,25-00360431,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 9:32:44 AM,New,5/1/2025 9:32:45 AM,5/1/2025 5:32:44 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],76
500VO00000a2btFYAQ,25-00360498,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 9:48:24 AM,New,5/1/2025 9:48:25 AM,5/1/2025 5:48:24 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],77
500VO00000a2c4ZYAQ,25-00360842,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 11:01:42 AM,New,5/1/2025 11:01:42 AM,5/1/2025 7:01:42 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],78
500VO00000a2ce6YAA,25-00360783,HCD-Illegal Dumping,API,4/28/2025 2:02:26 PM,Closed (Transferred),5/1/2025 10:49:18 AM,5/3/2025 2:02:26 PM,5/1/2025 10:49:45 AM,Housing                                           ,Service Response,,,"1517 ABBOTSTON ST, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.323606194898652,-76.595886135023079,"(39.323606194898652, -76.595886135023079)",1,0,System.Byte[],79,-76.5958861399999,39.3236061900001
500VO00000a2CGVYA2,25-00360133,TRM-Street Repairs,Phone,5/1/2025 8:36:55 AM,Open,5/1/2025 8:37:49 AM,6/26/2025 8:36:55 AM,,Transportation                                    ,Service Response,,,"FAIRVIEW AVE & WOLCOTT AVE, Baltimore City, 21216",21216,Concerned Citizens of Forest Park,6,Northwestern,612,39.323333903655296,-76.684750430491633,"(39.323333903655296, -76.684750430491633)",1,0,System.Byte[],80,-76.68475043,39.3233339000001
500VO00000a2csZYAQ,25-00360664,ECC-Miscellaneous Request,API,5/1/2025 8:12:28 AM,Closed (Transferred),5/1/2025 8:12:28 AM,5/3/2025 8:12:27 AM,5/1/2025 10:23:03 AM,ECC                                               ,Service Response,,,"1900 BRADDISH AVE, Baltimore City, 21216",21216,Walbrook,7,Western,731,39.309833827076744,-76.661380938521120,"(39.309833827076744, -76.661380938521120)",1,0,System.Byte[],81,-76.66138094,39.3098338300001
500VO00000a2dAFYAY,25-00360716,HCD-Illegal Dumping,API,4/28/2025 4:32:51 PM,Closed (Transferred),5/1/2025 10:27:54 AM,5/3/2025 4:32:50 PM,5/1/2025 10:33:15 AM,Housing                                           ,Service Response,,,"5905 FAIRWOOD AVE, Baltimore City, 21206",21206,Hamilton,2,Northeastern,425,39.346498757842262,-76.544207538082617,"(39.346498757842262, -76.544207538082617)",1,0,System.Byte[],82,-76.5442075399999,39.34649876
500VO00000a2dqDYAQ,25-00360666,ECC-DHCD Permit Customer Support Information,Phone,5/1/2025 10:23:14 AM,New,5/1/2025 10:23:14 AM,5/1/2025 6:23:14 AM,,ECC                                               ,,,,,,,,,,,,,1,0,System.Byte[],83
